what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.mylyn.hudson.ui,1.5.0.v20140702-2228,"org.eclipse.mylyn.hudson.ui",1444991843073
stopped,bundle,org.eclipse.mylyn.hudson.core,1.5.0.v20140702-2228,"org.eclipse.mylyn.hudson.core",1444991843158
stopped,bundle,org.eclipse.mylyn.git.ui,1.5.0.v20140702-2223,"org.eclipse.mylyn.git.ui",1444991843184
stopped,bundle,org.eclipse.mylyn.git.core,1.5.0.v20140702-2223,"org.eclipse.mylyn.git.core",1444991843200
stopped,bundle,org.eclipse.egit.mylyn.ui,3.4.1.201406201815-r,"org.eclipse.egit.mylyn.ui",1444991843278
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.13.0.v20140809-1218,"org.eclipse.mylyn.bugzilla.ui",1444991843279
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.13.0.v20140830-0030,"org.eclipse.mylyn.bugzilla.core",1444991843279
stopped,bundle,org.eclipse.mylyn.builds.ui,1.5.0.v20140830-1416,"org.eclipse.mylyn.builds.ui",1444991843279
stopped,bundle,org.eclipse.mylyn.context.tasks.ui,3.13.0.v20140819-2236,"org.eclipse.mylyn.context.tasks.ui",1444991843279
stopped,bundle,org.eclipse.mylyn.help.ui,3.13.0.v20140704-0050,"org.eclipse.mylyn.help.ui",1444991843356
stopped,bundle,org.eclipse.mylyn.java.tasks,3.13.0.v20140819-2236,"org.eclipse.mylyn.java.tasks",1444991843357
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.13.0.v20140704-0050,"org.eclipse.mylyn.tasks.bugs",1444991843392
stopped,bundle,org.eclipse.mylyn.tasks.index.core,3.13.0.v20140704-0050,"org.eclipse.mylyn.tasks.index.core",1444991843425
stopped,bundle,org.eclipse.mylyn.team.ui,3.13.0.v20140702-2225,"org.eclipse.mylyn.team.ui",1444991843425
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1444991843481
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.13.0.v20140826-1734,"org.eclipse.mylyn.tasks.ui",1444991843481
stopped,bundle,org.eclipse.mylyn.ide.ant,3.13.0.v20140702-2225,"org.eclipse.mylyn.ide.ant",1444991843483
stopped,bundle,org.eclipse.ant.ui,3.5.500.v20140521-1557,"org.eclipse.ant.ui",1444991843562
stopped,bundle,org.eclipse.ant.launching,1.0.400.v20140518-0030,"org.eclipse.ant.launching",1444991843580
stopped,bundle,org.eclipse.compare.win32,1.0.200.v20130514-1224,"org.eclipse.compare.win32",1444991843620
stopped,bundle,org.eclipse.egit.ui,3.4.1.201406201815-r,"org.eclipse.egit.ui",1444991843695
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.300.v20140407-1803,"org.eclipse.equinox.p2.ui.sdk",1444991843774
stopped,bundle,org.eclipse.mylyn.java.ui,3.13.0.v20140702-2225,"org.eclipse.mylyn.java.ui",1444991843774
stopped,bundle,org.eclipse.jdt.junit,3.7.300.v20140418-0836,"org.eclipse.jdt.junit",1444991843774
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.400.v20140311-1758,"org.eclipse.jdt.apt.ui",1444991843808
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.300.v20140512-1926,"org.eclipse.jdt.debug.ui",1444991843808
stopped,bundle,org.eclipse.wb.swing.databinding,1.7.0.r44x201405021531,"org.eclipse.wb.swing.databinding",1444991843924
